,solar,volcanic,CO2_RCP_4.5
1,1365.5441934312598,0.0043137374849601,277.14
2,1365.5377623247698,0.0043123859933201,277.16
3,1365.53240653768,0.0043119322138809,277.16
4,1365.5280300000004,0.0107169284906112,277.16
5,1365.52452107378,0.009114345299616,277.17
6,1365.52170584932,0.0060204962687445,277.17
7,1365.51939484899,0.0048868630642636,277.17
8,1365.51739859513,0.0045045419233707,277.18
9,1365.5155276101,0.004376408682335,277.18
10,1365.5135924162598,0.0043334275634595,277.18
11,1365.51140353598,0.0043189988812854,277.19
12,1365.5087714916,0.0043141536245034,277.2
13,1365.50550680549,0.0043125261293391,277.2
14,1365.5014199999996,0.0043119794149469,277.2
15,1365.49639943719,0.0043117958742728,277.21
16,1365.4906448379304,0.0043117340093736,277.22
17,1365.4844337628,0.0043117133682102,277.22
18,1365.47804377234,0.0043117063817057,277.23
19,1365.47175242715,0.0043117040043551,277.23
20,1365.46583728779,0.0043117029445291,277.23
21,1365.46057591482,0.0043117026927268,277.23
22,1365.45624586882,0.0043117026927268,277.24
23,1365.45312471036,0.0043117026927268,277.25
24,1365.45149,0.0043117026927268,277.25
25,1365.45156025745,0.0043117026927268,277.26
26,1365.45331783894,0.0043117026927268,277.26
27,1365.45668605983,0.0043117026927268,277.28
28,1365.4615882355,0.0043117026927268,277.28
29,1365.46794768129,0.0043117026927268,277.28
30,1365.47568771258,0.0043117026927268,277.28
31,1365.48473164473,0.013004406010598,277.29
32,1365.49500279311,0.0108295394379108,277.29
33,1365.5064244730802,0.0066307674278313,277.29
34,1365.51892,0.0050922730764668,277.3
35,1365.53235305301,0.0045734113224666,277.3
36,1365.54634876631,0.0043995176299003,277.31
37,1365.56047263787,0.0043411869520743,277.31
38,1365.57429016567,0.0043216050088028,277.32
39,1365.58736684769,0.0043150291038432,277.32
40,1365.59926818189,0.0043128201445015,277.33
41,1365.60955966625,0.004312078079918,277.33
42,1365.61780679873,0.0043118287338967,277.33
43,1365.62357507733,0.0043117451582613,277.34
44,1365.62643,0.0043117169600432,277.34
45,1365.62607829052,0.0043117076478379,277.34
46,1365.62279157583,0.0043117044589344,277.35
47,1365.61698270868,0.0043117032577216,277.35
48,1365.60906454181,0.0043117027513287,277.35
49,1365.59944992795,0.0043117026927268,277.36
50,1365.58855171987,0.0043117026927268,277.36
51,1365.5767827702805,0.0043117026927268,277.36
52,1365.56455593195,0.0043117026927268,277.37
53,1365.55228405761,0.0043117026927268,277.37
54,1365.54038,0.0043117026927268,277.38
55,1365.52917206492,0.0043117026927268,277.38
56,1365.51865037037,0.0043117026927268,277.39
57,1365.50872048741,0.0043117026927268,277.39
58,1365.4992879871002,0.0170305013509041,277.39
59,1365.4902584404902,0.0138483278398819,277.4
60,1365.48153741865,0.0077048600388067,277.4
61,1365.47303049262,0.0054538001644568,277.4
62,1365.46464323346,0.0046946238765713,277.41
63,1365.45628121224,0.0044401894124278,277.41
64,1365.44785,0.0043548423644885,277.42
65,1365.4392727598,0.0043261912461736,277.42
66,1365.43054302269,0.0043165694181627,277.43
67,1365.4216719116698,0.0043133376192862,277.43
68,1365.41267054979,0.0043122519998236,277.43
69,1365.4035500600694,0.0043118871799217,277.44
70,1365.39432156555,0.0043117646828822,277.44
71,1365.38499618925,0.0043117234954712,277.44
72,1365.37558505421,0.0043117097965668,277.44
73,1365.36609928345,0.0043117050222744,277.45
74,1365.35655,0.0043117035294145,277.45
75,1365.34699252586,0.0043117027774817,277.46
76,1365.33765897889,0.0043117026927268,277.46
77,1365.32882567591,0.0043117026927268,277.46
78,1365.32076893374,0.0043117026927268,277.46
79,1365.31376506921,0.0043117026927268,277.47
80,1365.30809039915,0.0043117026927268,277.48
81,1365.3040212403698,0.0043117026927268,277.48
82,1365.30183390971,0.0043117026927268,277.49
83,1365.3018047239698,0.0043117026927268,277.49
84,1365.30421,0.0043117026927268,277.5
85,1365.30924977675,0.0043117026927268,277.51
86,1365.31681898176,0.0043117026927268,277.51
87,1365.3267362647,0.129728367614531,277.52
88,1365.33882027524,0.0845764305568779,277.52
89,1365.3528896630698,0.0333811912565376,277.53
90,1365.36876307785,0.0142225435801926,277.54
91,1365.38625916926,0.0076540786943363,277.54
92,1365.40519658697,0.0054359052122655,277.55
93,1365.42539398066,0.0046895138938934,277.56
94,1365.4466699999996,0.0044386367226869,277.57
95,1365.46880659714,0.0070994085105189,277.57
96,1365.49143893408,0.0063842911463689,277.58
97,1365.5141654753,0.0050488507523424,277.58
98,1365.53658468529,0.0045598150993329,277.6
99,1365.55829502851,0.0043948910613818,277.61
100,1365.57889496946,0.0043396164539149,277.62
101,1365.5979829726,0.0043210750169811,277.62
102,1365.6151575024198,0.0097134760291275,277.63
103,1365.63001702339,0.0083606798765057,277.63
104,1365.64216,0.0057523196588459,277.64
105,1365.65125549471,0.0047965975545362,277.65
106,1365.65725496194,0.0044742780865077,277.64
107,1365.6601804541,0.0043662540545159,277.65
108,1365.66005402361,0.0043300187022872,277.66
109,1365.65689772288,0.0043178543623654,277.66
110,1365.6507336043198,0.0043137686916301,277.66
111,1365.64158372034,0.0043123966774623,277.67
112,1365.62947012335,0.0043119357903521,277.68
